MeterType,MeterSerial,UtilityName,UtilityGroup,LineConnected,MeterName,UomScale,UomName,SystemName,SystemCode,Description,SampleValues
BLTH,22,Mc Aloo,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,Mc Aloo | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"80.7, 76.0, 355.7"
BLTH,43,Mc Chicken,UTL,Device ID,Food Safety Temp,RFID,RFID,Food Safety And Standards,FSAS01,Mc Chicken | RFID Device ID — Unique identifier of the RFID scanner used for food safety temperature logging; links readings to a specific device,null
BLTH,43,Mc Chicken,UTL,Remarks,Food Safety Temp,Text,Text,Food Safety And Standards,FSAS01,Mc Chicken | Food Safety Remarks — Free-form text notes or comments logged during food safety temperature checks,null
BLTH,43,Mc Chicken,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,Mc Chicken | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"360.8, 76.6, 76.6"
30,70,Mc Puff,UTL,KVAH,Load Meter,KVAH,Kilo Volt Amp Hour,Load Meter,LM01,Mc Puff | Apparent Energy — Total energy drawn including reactive component; KVAH ≥ kWh always; many utilities bill on KVAH when PF is poor,"0.01, 0.03, 0.02"
BLTH,46,Mc-Egg,UTL,Device ID,Food Safety Temp,RFID,RFID,Food Safety And Standards,FSAS01,Mc-Egg | RFID Device ID — Unique identifier of the RFID scanner used for food safety temperature logging; links readings to a specific device,null
BLTH,46,Mc-Egg,UTL,Remarks,Food Safety Temp,Text,Text,Food Safety And Standards,FSAS01,Mc-Egg | Food Safety Remarks — Free-form text notes or comments logged during food safety temperature checks,null
BLTH,46,Mc-Egg,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,Mc-Egg | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,265.5
BLTH,23,Mc-Veggie,UTL,Device ID,Food Safety Temp,RFID,RFID,Food Safety And Standards,FSAS01,Mc-Veggie | RFID Device ID — Unique identifier of the RFID scanner used for food safety temperature logging; links readings to a specific device,null
BLTH,23,Mc-Veggie,UTL,Remarks,Food Safety Temp,Text,Text,Food Safety And Standards,FSAS01,Mc-Veggie | Food Safety Remarks — Free-form text notes or comments logged during food safety temperature checks,null
BLTH,23,Mc-Veggie,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,Mc-Veggie | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"355.0, 85.5"
30,69,McCafe Chiller,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Chiller | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC",null
BLTH,4,McCafe Chiller,UTL,Device ID,Food Safety Temp,RFID,RFID,Food Safety And Standards,FSAS01,McCafe Chiller | RFID Device ID — Unique identifier of the RFID scanner used for food safety temperature logging; links readings to a specific device,null
BLTH,4,McCafe Chiller,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,McCafe Chiller | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"85.9, 85.9, 85.9"
30,59,McCafe Coffee Mac,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Coffee Mac | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.2, 0.24"
30,66,McCafe Coffee Mac,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Coffee Mac | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.2, 0.24"
30,68,McCafe Coffee Mac,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Coffee Mac | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.2, 0.24"
30,69,McCafe Coffee Mac,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Coffee Mac | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.2, 0.24"
30,70,McCafe Coffee Mac,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Coffee Mac | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.2, 0.24"
30,71,McCafe Coffee Mac,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Coffee Mac | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.2, 0.24"
30,72,McCafe Coffee Mac,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Coffee Mac | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.2, 0.24"
30,59,McCafe Grinder,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Grinder | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.07, 0.04"
30,67,McCafe Grinder,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Grinder | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.07, 0.04"
30,68,McCafe Grinder,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Grinder | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.07, 0.04"
30,69,McCafe Grinder,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Grinder | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.07, 0.04"
30,70,McCafe Grinder,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Grinder | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.07, 0.04"
30,71,McCafe Grinder,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Grinder | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.07, 0.04"
30,72,McCafe Grinder,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"McCafe Grinder | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.07, 0.04"
LM01,73,Merry B-Phase,UTL,kWh,Load Merry Chef,kWh,Kilowatt Hour,Load Meter,LM01,"Merry B-Phase | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC",null
30,58,Merry Chef,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Chef | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.02, 0.16, 0.12"
30,66,Merry Chef,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Chef | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.02, 0.16, 0.12"
30,68,Merry Chef,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Chef | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.02, 0.16, 0.12"
30,69,Merry Chef,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Chef | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.02, 0.16, 0.12"
30,70,Merry Chef,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Chef | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.02, 0.16, 0.12"
30,71,Merry Chef,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Chef | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.02, 0.16, 0.12"
30,72,Merry Chef,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Chef | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.02, 0.16, 0.12"
LM01,73,Merry R-Phase,UTL,kWh,Load Merry Chef,kWh,Kilowatt Hour,Load Meter,LM01,"Merry R-Phase | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.01, 0.01, 0.01"
LM01,73,Merry Y-Phase,UTL,kWh,Load Merry Chef,kWh,Kilowatt Hour,Load Meter,LM01,"Merry Y-Phase | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.11, 0.11, 0.03"
30,68,Microwave Oven,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Microwave Oven | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.03, 0.06, 0.02"
BLTH,2,Moffat Oven,UTL,Device ID,Food Safety Temp,RFID,RFID,Food Safety And Standards,FSAS01,Moffat Oven | RFID Device ID — Unique identifier of the RFID scanner used for food safety temperature logging; links readings to a specific device,null
BLTH,2,Moffat Oven,UTL,Line3,Food Safety Temp,Num,Number,Food Safety And Standards,FSAS01,Moffat Oven | Line 3 Reading — Supplementary numerical reading at Line 3 position; used for food safety audit trail,null
BLTH,2,Moffat Oven,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,Moffat Oven | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"85.9, 85.9, 85.9"
30,68,Moffat-1,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Moffat-1 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.17, 0.3, 0.58"
30,69,Moffat-1,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Moffat-1 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.17, 0.3, 0.58"
30,70,Moffat-1,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Moffat-1 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.17, 0.3, 0.58"
30,67,Moffat-2,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Moffat-2 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.35, 0.3, 0.29"
30,69,Moffat-2,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Moffat-2 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.35, 0.3, 0.29"
30,70,Moffat-2,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Moffat-2 | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.35, 0.3, 0.29"
2,5,Muffin Machine,UTL,kW,Electricity,kW,Kilowatt,Electricity Monitoring,ELEC01,Muffin Machine | Active Power Demand — Instantaneous real power being drawn at any given moment,"-0.32, -0.29, -0.58"
2,5,Muffin Machine,UTL,kWh,Electricity,kWh,Kilowatt Hour,Electricity Monitoring,ELEC01,"Muffin Machine | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","1.0, 1.0, 1.0"
2,7,Muffin Toaster,UTL,kW,Electricity,kW,Kilowatt,Electricity Monitoring,ELEC01,Muffin Toaster | Active Power Demand — Instantaneous real power being drawn at any given moment,"0.01, 0.01"
2,7,Muffin Toaster,UTL,kWh,Electricity,kWh,Kilowatt Hour,Electricity Monitoring,ELEC01,"Muffin Toaster | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.08, 0.04, 0.14"
30,57,Muffin Toaster,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Muffin Toaster | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.08, 0.04, 0.14"
30,66,Muffin Toaster,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Muffin Toaster | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.08, 0.04, 0.14"
30,67,Muffin Toaster,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Muffin Toaster | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.08, 0.04, 0.14"
30,68,Muffin Toaster,UTL,KVAH,Load Meter,KVAH,Kilo Volt Amp Hour,Load Meter,LM01,Muffin Toaster | Apparent Energy — Total energy drawn including reactive component; KVAH ≥ kWh always; many utilities bill on KVAH when PF is poor,"0.02, 0.01, 0.02"
30,68,Muffin Toaster,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Muffin Toaster | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.08, 0.04, 0.14"
30,71,Muffin Toaster,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Muffin Toaster | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.08, 0.04, 0.14"
BLTH,1,Muffin Toaster N.Veg,UTL,Device ID,Food Safety Temp,RFID,RFID,Food Safety And Standards,FSAS01,Muffin Toaster N.Veg | RFID Device ID — Unique identifier of the RFID scanner used for food safety temperature logging; links readings to a specific device,null
BLTH,1,Muffin Toaster N.Veg,UTL,Line3,Food Safety Temp,Num,Number,Food Safety And Standards,FSAS01,Muffin Toaster N.Veg | Line 3 Reading — Supplementary numerical reading at Line 3 position; used for food safety audit trail,null
BLTH,1,Muffin Toaster N.Veg,UTL,Remarks,Food Safety Temp,Text,Text,Food Safety And Standards,FSAS01,Muffin Toaster N.Veg | Food Safety Remarks — Free-form text notes or comments logged during food safety temperature checks,null
BLTH,1,Muffin Toaster N.Veg,UTL,Temperature,Food Safety Temp,°F,Temprature,Food Safety And Standards,FSAS01,Muffin Toaster N.Veg | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"85.9, 85.9, 85.9"
30,67,Munter,UTL,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Munter | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","0.04, 0.16, 0.02"
11,52,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,53,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,54,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,54,Munter Ctrl,UTL,Running_Time,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Running Time — Accumulated operating duration of the unit; used to track total runtime and trigger preventive maintenance intervals,"21.0, 21.0, 21.0"
11,55,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,55,Munter Ctrl,UTL,Running_Time,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Running Time — Accumulated operating duration of the unit; used to track total runtime and trigger preventive maintenance intervals,"21.0, 21.0, 21.0"
11,56,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,56,Munter Ctrl,UTL,Running_Time,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Running Time — Accumulated operating duration of the unit; used to track total runtime and trigger preventive maintenance intervals,"21.0, 21.0, 21.0"
11,57,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,64,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,65,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,66,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,66,Munter Ctrl,UTL,Running_Time,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Running Time — Accumulated operating duration of the unit; used to track total runtime and trigger preventive maintenance intervals,"21.0, 21.0, 21.0"
11,68,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,69,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
11,73,Munter Ctrl,UTL,Munter RHT,Machine Rng Hrs,Min,Run Time Min,Munter,MNT01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
29,259,Munter Ctrl,UTL,AC Status,Mun_AC_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Air Conditioning Status — Operating state of the AC unit (1 = On, 0 = Off); used for runtime tracking and fault detection",null
29,259,Munter Ctrl,UTL,Humidity,Mun_AC_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Relative Humidity (%) — Moisture level inside the controlled space; critical for food safety compliance and kitchen environment standards,"69.9, 40.0, 70.7"
29,259,Munter Ctrl,UTL,Munter Status,Mun_AC_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
29,259,Munter Ctrl,UTL,Temperature,Mun_AC_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"28.4, 24.0, 31.2"
MC01,256,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC01,256,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,256,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,256,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC01,256,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC01,256,Munter Ctrl,UTL,Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Relative Humidity (%) — Moisture level inside the controlled space; critical for food safety compliance and kitchen environment standards,"69.9, 40.0, 70.7"
MC01,256,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC01,256,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC01,256,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC01,256,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC01,256,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC01,257,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC01,257,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,257,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC01,257,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC01,257,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC01,257,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC01,257,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC01,257,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC01,257,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC01,258,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC01,258,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,258,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
MC01,258,Munter Ctrl,UTL,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles","1.0, 1.0, 1.0"
MC01,258,Munter Ctrl,UTL,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,"20.0, 10.0, 2.0"
MC01,258,Munter Ctrl,UTL,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)","1.0, 1.0, 1.0"
MC01,258,Munter Ctrl,UTL,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"75.0, 75.0, 80.0"
MC01,258,Munter Ctrl,UTL,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"35.0, 32.0, 35.0"
MC01,258,Munter Ctrl,UTL,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Ctrl | Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection","1.0, 1.0, 1.0"
MC01,259,Munter Ctrl,UTL,Ambient Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Munter Ctrl | Ambient Relative Humidity (%) — Moisture level in the surrounding unconditioned environment; high ambient humidity increases the HVAC cooling load,"79.0, 71.8, 78.0"
MC01,259,Munter Ctrl,UTL,Ambient Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Munter Ctrl | Ambient Temperature (°C) — Outdoor or unconditioned space temperature; reference point for measuring HVAC cooling load and efficiency,"26.9, 28.5, 25.0"
MC01,259,Munter Ctrl,UTL,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Ctrl | Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"20.0, 1.0, 19.0"
